"FindID","PrimaryMaterial","Denomination","Tribe","Easting","Northing"
"HESH-DBAEA5","Silver","Unit (silver)","NULL",449797,356591
"BUC-0F3D82","Copper alloy","NULL","NULL",418700,221500
"HESH-1E3235","Silver","Unit (silver)","Iceni",450126,356584
"BUC-22D9A2","Copper alloy","Stater (copper alloy)","Durotriges",433790,193600
"WILT-499343","Copper alloy","Stater (silver)","Durotriges",370400,134600
"WILT-49BE20","Copper alloy","Stater (silver)","Durotriges",370400,134600
"ESS-4A3285","Silver","uncertain","NULL",494020,228230
"BUC-89DE86","Gold","NULL","NULL",430080,228530
"BUC-DCAE50","Gold","Quarter stater (gold)","NULL",440270,253610
"WILT-41F6C6","Silver","Unit (silver)","Dobunni",362536,207274
"SOM-454952","Silver","Stater (silver)","Durotriges",303900,138000
"SWYOR-56CA22","Gold","Quarter stater (gold)","Trinovantes",444300,253400
"BERK-5C3251","Silver","Unit (silver)","NULL",390200,202300
"SUSS-6CAB22","Copper alloy","Potin (Cast bronze)","Uninscribed",474400,118300
"LEIC-95E821","Silver","Unit (silver)","NULL",420400,301000
"BH-B02060","Copper alloy","Unit (copper alloy)","Trinovantes",468600,224000
"BERK-DA7C25","Gold","Quarter stater (gold)","Atrebates",400900,186300
"BERK-EA4AC4","Gold","Quarter stater (gold)","Atrebates",400467,182270
"BH-EDA115","Gold","Quarter stater (gold)","Uninscribed",493610,252840
"BH-02DD31","Copper alloy","Unit (copper alloy)","NULL",497459,237275
"BH-033111","Copper alloy","Unit (copper alloy)","NULL",494996,237521
"BH-034A93","Copper alloy","Unit (copper alloy)","NULL",494894,237454
"PUBLIC-149EA2","Copper alloy","uncertain","Atrebates",458716,114305
"BH-2F4C36","Gold","Stater (gold)","Uninscribed",459740,264985
"DOR-80A797","Silver","Stater (silver)","Durotriges",327700,105200
"HESH-C0BEB1","Gold","NULL","NULL",331667,330148
"GLO-01E977","Copper alloy","Potin (Cast bronze)","Uninscribed",314000,179300
"HESH-A66687","Gold","Stater (gold)","Dobunni",293123,279679
"HESH-A67F00","Silver","Unit (silver)","Dobunni",292919,279636
"BH-FA02C8","Copper alloy","Unit (copper alloy)","Trinovantes",475900,250300
"HAMP-279935","Gold","Quarter stater (gold)","Uninscribed",413100,146200
"WILT-517711","Silver","Unit (silver)","Dobunni",372000,167000
"SUR-52CD96","Silver","Unit (silver)","Atrebates",455000,162000
"SUR-52E767","Copper alloy","Potin (Cast bronze)","NULL",453000,160000
"BH-CFDE26","Copper alloy","Unit (copper alloy)","Trinovantes",462650,259660
"SUR-E61B37","Silver","Quarter Stater (copper alloy)","Uninscribed",391900,144200
"HAMP-FA9740","Gold","Stater (gold)","Uninscribed",417790,134840
"IOW-61D6F7","Base Silver","Stater (silver)","Durotriges",397812,98362
"DENO-768836","Copper alloy","Stater (gold)","Corieltavi",408150,365440
"BH-8F4775","Copper alloy","Unit (copper alloy)","NULL",447202,232477
"SUSS-203611","Gold","Quarter stater (gold)","Uninscribed",442675,120255
"WAW-907035","Gold","Quarter stater (gold)","Dobunni",360800,262300
"NARC-B3A5D1","Silver","Unit (silver)","Trinovantes",448700,289100
"WILT-C7E985","Gold","Quarter stater (gold)","Atrebates",497410,225840
"IOW-CB3C10","Silver","Stater (silver)","Durotriges",393382,92059
"BH-DEE798","Copper alloy","Potin (Cast bronze)","Uninscribed",475600,250200
"SUR-474D24","Copper alloy","Potin (Cast bronze)","NULL",497300,225700
"WMID-2CA5F5","Silver","Unit (silver)","Corieltavi",367697,343828
"BH-70A865","Silver","Unit (silver)","Iceni",459100,265050
"SUR-71A296","Gold","Stater (gold)","Uninscribed",355511,167992
"LEIC-C11498","Copper alloy","Other","NULL",461800,305700
"IOW-D89445","Silver","Stater (silver)","Durotriges",389390,97263
"SUR-34B636","Gold","Quarter stater (gold)","Uninscribed",472688,152520
"LIN-F0B1C6","Gold","Stater (gold)","Corieltavi",461690,356510
"LIN-FFF1A3","Gold","Stater (gold)","Corieltavi",467550,355090
"LIN-0130D1","Silver","Half unit (silver)","Corieltavi",458170,355560
"LIN-051084","Copper alloy","Stater (copper alloy)","Corieltavi",464130,356050
"IOW-097D72","Silver","Stater (silver)","Durotriges",392801,92370
"HESH-5625B5","Silver","Unit (silver)","Trinovantes",379510,184820
"LEIC-589731","Silver","Unit (silver)","Atrebates",369900,173000
"BUC-6AA131","Silver","NULL","NULL",331380,125390
"LEIC-6F0857","Gold","Quarter stater (gold)","Uninscribed",370200,173700
"NARC-714ED3","Copper alloy","NULL","NULL",450540,289480
"NARC-8508B8","Copper alloy","Unit (silver)","Trinovantes",450490,289510
"SUSS-AB7272","Base Silver","NULL","NULL",473500,122400
"PUBLIC-C620C4","Copper alloy","Unit (copper alloy)","Trinovantes",398320,188901
"PUBLIC-C666D1","Copper alloy","Unit (copper alloy)","Trinovantes",398325,188969
"PUBLIC-C6C0A6","Copper alloy","Unit (copper alloy)","Dobunni",398232,188827
"PUBLIC-C70DF0","Silver","Unit (silver)","Atrebates",398195,188893
"PUBLIC-C75E01","Silver","Unit (silver)","Atrebates",398182,188724
"PUBLIC-D2B642","Gold","Stater (gold)","Atrebates",398185,188897
"PUBLIC-D2F8B5","Gold","Stater (gold)","Atrebates",398236,188917
"BUC-E90955","Copper alloy","Unit (copper alloy)","Trinovantes",419000,203000
"LEIC-FFCF78","Gold","Stater (gold)","Uninscribed",408550,302350
"IOW-2C1D58","Silver","Stater (silver)","NULL",389211,98578
"LEIC-114E78","Gold","NULL","NULL",408900,302400
"SUSS-12CFD7","Silver","Unit (silver)","Atrebates",405980,166110
"HAMP-3BB786","Gold","Quarter stater (gold)","Uninscribed",425300,145300
"PUBLIC-980266","White metal","Stater (silver)","Durotriges",350870,119755
"BUC-A64F71","Silver","Unit (silver)","NULL",436195,255716
"NARC-A974E0","Copper alloy","Unit (copper alloy)","Uninscribed",432300,286500
"IOW-D1B670","Silver","Stater (silver)","Durotriges",389256,98573
"LON-F9B024","Copper alloy","Potin (Cast bronze)","Uninscribed",473455,186423
"LON-F9B3B4","Copper alloy","Potin (Cast bronze)","Uninscribed",473455,186423
"LON-F9B657","Copper alloy","Potin (Cast bronze)","Uninscribed",473455,186423
"WMID-35CB97","Base Silver","Stater (silver)","Durotriges",347000,91700
"IOW-3DF2C7","Silver","Stater (silver)","Durotriges",393327,98568
"BH-64ECB5","Copper alloy","Unit (copper alloy)","NULL",427800,207500
"PUBLIC-A21A01","Copper alloy","Stater (copper alloy)","Durotriges",350662,120519
"SUR-D18411","Copper alloy","uncertain","NULL",421800,160400
"SUSS-F81BF7","Silver","NULL","NULL",500590,114970
"BH-0C3DA1","Gold","Quarter stater (gold)","Uninscribed",461839,222080
"BH-0D3D72","Copper alloy","Unit (copper alloy)","Trinovantes",488147,253561
"IOW-38DD43","Silver","Stater (silver)","Durotriges",389241,98594
"IOW-5E01E4","Silver","Stater (silver)","Durotriges",389261,98575
"HAMP-7954C2","Gold","Quarter stater (gold)","Uninscribed",394200,139460
"BH-7A0A02","Copper alloy","Unit (copper alloy)","NULL",475400,250600
"BH-7A2DB7","Copper alloy","Unit (copper alloy)","Trinovantes",475700,250200
"WILT-A2D961","Silver","Unit (silver)","NULL",361295,165590
"SUSS-B7CEE6","Copper alloy","Potin (Cast bronze)","Cantii",500090,115250
"IOW-090100","Silver","Stater (silver)","Durotriges",394102,91162
"IOW-1CFE97","Silver","Stater (silver)","Durotriges",394096,91164
"IOW-2F2404","Silver","Stater (silver)","Durotriges",394048,91100
"LIN-43B7F5","Silver","Half unit (silver)","Corieltavi",463970,356280
"BH-DC7C51","Copper alloy","Stater (gold)","Corieltavi",451950,269730
"LIN-03C294","Silver","Unit (silver)","Corieltavi",467300,352500
"HESH-473A33","Silver","Unit (silver)","NULL",448000,259000
"CAM-5C2A43","Silver","Unit (silver)","Trinovantes",484985,288471
"NARC-6C93B2","Copper alloy","NULL","NULL",419900,282200
"IOW-6F7413","Silver","Stater (silver)","Durotriges",388694,95784
"BERK-707625","Gold","Stater (gold)","Trinovantes",390100,202000
"SUR-89D874","Silver","Unit (silver)","Trinovantes",448995,260555
"BUC-9AB867","Copper alloy","NULL","NULL",439370,223280
"BH-ACC571","Gold","Quarter stater (gold)","Uninscribed",429000,213200
"FASAM-D64B24","Gold","Quarter stater (gold)","NULL",428500,196500
"IOW-EABB05","Silver","Stater (silver)","Durotriges",388741,95752
"SUR-4413B5","Gold","Quarter stater (gold)","NULL",488900,168500
"SUR-57B2A6","Copper alloy","Potin (Cast bronze)","NULL",479300,163500
"SUR-57CF87","Copper alloy","Potin (Cast bronze)","NULL",479300,163500
"SUR-591A21","Gold","Quarter stater (gold)","Trinovantes",486800,159550
"GLO-6AC396","Copper alloy","Unit (copper alloy)","Uninscribed",314734,198632
"NARC-8375F7","Gold","NULL","NULL",458735,278298
"SUR-94B335","Tin or tin alloy","Potin (Cast bronze)","NULL",474400,161950
"SUR-965824","Copper alloy","Potin (Cast bronze)","NULL",469500,160800
"SUR-96AAC1","Copper alloy","Potin (Cast bronze)","NULL",473300,172900
"SUR-988924","Gold","Quarter stater (gold)","NULL",465700,159000
"SUR-98E7B2","Silver","Unit (silver)","NULL",482200,162200
